@RELATION hand

@ATTRIBUTE area_0 NUMERIC
@ATTRIBUTE convex_hull_area_0 NUMERIC
@ATTRIBUTE ellipse_angle_0 NUMERIC
@ATTRIBUTE ellipse_center_x_0 NUMERIC
@ATTRIBUTE ellipse_center_y_0 NUMERIC
@ATTRIBUTE ellipse_major_axis_0 NUMERIC
@ATTRIBUTE ellipse_minor_axis_0 NUMERIC
@ATTRIBUTE farthest_convex_defect_0 NUMERIC
@ATTRIBUTE hu_moment_1_0 NUMERIC
@ATTRIBUTE hu_moment_2_0 NUMERIC
@ATTRIBUTE hu_moment_3_0 NUMERIC
@ATTRIBUTE hu_moment_4_0 NUMERIC
@ATTRIBUTE hu_moment_5_0 NUMERIC
@ATTRIBUTE hu_moment_6_0 NUMERIC
@ATTRIBUTE hu_moment_7_0 NUMERIC
@ATTRIBUTE perimeter_0 NUMERIC
@ATTRIBUTE rect_angle_0 NUMERIC
@ATTRIBUTE rect_aspect_ratio_0 NUMERIC
@ATTRIBUTE rect_center_x_0 NUMERIC
@ATTRIBUTE rect_center_y_0 NUMERIC
@ATTRIBUTE rect_height_0 NUMERIC
@ATTRIBUTE rect_width_0 NUMERIC
@ATTRIBUTE solidity_0 NUMERIC
@ATTRIBUTE area_1 NUMERIC
@ATTRIBUTE convex_hull_area_1 NUMERIC
@ATTRIBUTE ellipse_angle_1 NUMERIC
@ATTRIBUTE ellipse_center_x_1 NUMERIC
@ATTRIBUTE ellipse_center_y_1 NUMERIC
@ATTRIBUTE ellipse_major_axis_1 NUMERIC
@ATTRIBUTE ellipse_minor_axis_1 NUMERIC
@ATTRIBUTE farthest_convex_defect_1 NUMERIC
@ATTRIBUTE hu_moment_1_1 NUMERIC
@ATTRIBUTE hu_moment_2_1 NUMERIC
@ATTRIBUTE hu_moment_3_1 NUMERIC
@ATTRIBUTE hu_moment_4_1 NUMERIC
@ATTRIBUTE hu_moment_5_1 NUMERIC
@ATTRIBUTE hu_moment_6_1 NUMERIC
@ATTRIBUTE hu_moment_7_1 NUMERIC
@ATTRIBUTE perimeter_1 NUMERIC
@ATTRIBUTE rect_angle_1 NUMERIC
@ATTRIBUTE rect_aspect_ratio_1 NUMERIC
@ATTRIBUTE rect_center_x_1 NUMERIC
@ATTRIBUTE rect_center_y_1 NUMERIC
@ATTRIBUTE rect_height_1 NUMERIC
@ATTRIBUTE rect_width_1 NUMERIC
@ATTRIBUTE solidity_1 NUMERIC
@ATTRIBUTE class {0000,0001,0002,0003,0004,0005,0006,0007,0008}

@DATA

% SET 1

16497.000000000000000,27725.500000000000000,0.408747583627701,118.815002441406250,113.139205932617188,142.741516113281250,218.679107666015625,26121.000000000000000,0.265436200534065,0.012667945276047,0.003078886289244,0.000011949904384,-0.000000000230664,-0.000001266281670,-0.000000002280517,1446.572717428207397,-34.467288970947266,0.767258585546784,140.749298095703125,116.091590881347656,226.199584960937500,173.553573608398438,0.595011812230618,10624.000000000000000,22295.000000000000000,37.860717773437500,227.537246704101562,128.718872070312500,105.422737121582031,234.889648437500000,25433.000000000000000,0.463916038843129,0.112634365814567,0.022907686801143,0.007029882546727,0.000084039018058,0.002092160419206,0.000029930545982,1600.645873069763184,-58.099845886230469,2.138450815703597,230.589706420898438,143.101760864257812,121.887855529785156,260.651184082031250,0.476519398968379,0004
18669.000000000000000,35728.500000000000000,161.776092529296875,113.731170654296875,123.602218627929688,172.014862060546875,211.617385864257812,28615.000000000000000,0.262128151360058,0.007325983225834,0.000111141240120,0.000134605176874,-0.000000014858653,0.000002218477276,0.000000007090653,1709.685415267944336,-32.949214935302734,0.796743080403043,111.258857727050781,117.813682556152344,231.885910034179688,184.753494262695312,0.522524035433897,9542.500000000000000,19976.500000000000000,36.994705200195312,199.314849853515625,119.613349914550781,92.141647338867188,237.697479248046875,32033.000000000000000,0.430689306888525,0.093837198240453,0.009185372209490,0.000659391269301,0.000001194847745,0.000130932962671,0.000001098087659,1427.182889103889465,-57.528804779052734,2.402017137816633,192.788238525390625,134.047058105468750,106.454742431640625,255.706115722656250,0.477686281380622,0004
18982.000000000000000,33859.000000000000000,7.981160640716553,115.450851440429688,120.785835266113281,153.002716064453125,226.566253662109375,35457.000000000000000,0.259325722527816,0.009197544172269,0.000532182115384,0.000382810826602,-0.000000170837341,0.000032559231323,0.000000025871157,1873.602154970169067,-88.152389526367188,1.353329645120663,105.494796752929688,119.161140441894531,175.747283935546875,237.844009399414062,0.560619037774299,11113.000000000000000,19946.500000000000000,47.831447601318359,217.557891845703125,134.301162719726562,90.383903503417969,253.699050903320312,34173.000000000000000,0.448694134297089,0.126601685226116,0.011236655412696,0.001803776610298,0.000007738948733,0.000581415340479,0.000002460527463,1375.165644168853760,-51.340194702148438,2.500000284851105,215.048767089843750,157.939025878906250,107.135192871093750,267.838012695312500,0.557140350437420,0004
14354.000000000000000,23499.000000000000000,27.707962036132812,179.843780517578125,119.718315124511719,115.411125183105469,222.849426269531250,28549.000000000000000,0.314663731125404,0.039357298049775,0.003145799559770,0.000353375887658,0.000000370494982,0.000001128636055,-0.000000039372458,1499.317884206771851,-56.833644866943359,1.827878913923116,166.707183837890625,119.466125488281250,133.531646728515625,244.079681396484375,0.610834503595898,5652.500000000000000,11297.000000000000000,41.354026794433594,215.777648925781250,155.320190429687500,62.133411407470703,204.183609008789062,16325.000000000000000,0.649135591765793,0.330319218196371,0.022695463845149,0.008424982554836,0.000100712808280,0.002201375695049,0.000058557666834,893.050858378410339,-51.100059509277344,3.542640260769728,216.090881347656250,148.118164062500000,62.935768127441406,222.958786010742188,0.500354076303443,0004
17844.000000000000000,26733.000000000000000,22.116600036621094,147.309738159179688,106.524856567382812,129.343246459960938,248.598892211914062,26590.000000000000000,0.289727186471202,0.032959881933640,0.002723406617777,0.000149326020460,0.000000070919626,0.000010595418718,0.000000063549683,1305.837655305862427,-0.000000000000000,0.687763713080169,160.500000000000000,119.500000000000000,237.000000000000000,163.000000000000000,0.667489619571316,4272.500000000000000,7152.000000000000000,40.974220275878906,175.784851074218750,158.807022094726562,37.600360870361328,235.132186889648438,5837.000000000000000,0.963585661546847,0.871141557730591,0.156677792073444,0.123188148179654,0.017100477047424,0.112151238267624,-0.000685720348561,587.511754393577576,-51.632514953613281,6.001619255744185,185.595489501953125,143.721450805664062,40.313026428222656,241.943435668945312,0.597385346756152,0004
18029.000000000000000,26644.500000000000000,18.965976715087891,125.054168701171875,113.612991333007812,137.474182128906250,213.374053955078125,25136.000000000000000,0.242737718945292,0.012353665015810,0.001504633766556,0.000004985429070,0.000000000091682,0.000000440479552,-0.000000000421941,1484.322936534881592,-5.042451381683350,0.685381915107379,141.703872680664062,118.643783569335938,231.688095092773438,158.794830322265625,0.676649965283642,12113.000000000000000,26376.000000000000000,52.026523590087891,211.053878784179688,148.337921142578125,115.354026794433594,254.951873779296875,28359.000000000000000,0.553175816787147,0.165996215870567,0.052083565965513,0.023181584439104,0.000762954463538,0.008673735868466,0.000258319953288,1791.072279214859009,-37.962059020996094,2.360240060181067,211.378982543945312,155.380126953125000,124.076248168945312,292.849731445312500,0.459243251440704,0004
15698.500000000000000,25664.500000000000000,22.704708099365234,94.278945922851562,116.812332153320312,124.200515747070312,225.698013305664062,29074.000000000000000,0.297700428926357,0.031394491684218,0.002185646210638,0.000471585116021,0.000000325907285,0.000048188591888,0.000000350725628,1428.790972828865051,-87.337005615234375,1.576660524701271,107.064758300781250,122.607658386230469,149.698623657226562,236.023910522460938,0.611681505581640,9125.500000000000000,19519.500000000000000,48.670337677001953,155.705688476562500,142.224578857421875,91.091125488281250,228.408966064453125,27721.000000000000000,0.507072333349711,0.153330618328218,0.018620596809797,0.002572198742673,-0.000010806100470,-0.000565642085421,0.000014146278332,1298.697607874870300,-46.236408233642578,2.530654463263565,152.640655517578125,149.684020996093750,98.219192504882812,248.558837890625000,0.467506852122237,0004
